колонка_0,колонка_1,колонка_2,колонка_3,колонка_4,колонка_5,колонка_6,колонка_7,колонка_8,колонка_9,колонка_10,колонка_11,колонка_12,колонка_13,колонка_14,колонка_15,колонка_16,колонка_17,колонка_18,колонка_19,колонка_20
2024-07-20,social_media,Биотехнология,2024-09-15,175000,4be26f3c-d560-4097-9f9d-247961684537,0.65,1,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),525000.0,,M,4,Калинин Доброслав Андреевич,0,MASTER,20,4.2,2024-06-17
2024-06-23,social_media,Информатика и вычислительная техника,2024-08-08,250000,0b97ed6a-d74d-424f-b40f-7b507e0c9314,0.66,1,1,2,Московский физико-технический институт (МФТИ),750000.0,,M,4,Лазарев Парамон Трифонович,0,MASTER,21,4.0,2024-05-19
2024-07-13,social_media,Прикладная математика,,350000,ff918c86-9742-49d8-bc90-f35f0c75d789,0.63,0,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2100000.0,,F,8,Михеева Кира Феликсовна,0,BACHELOR,16,3.7,2024-06-28
2024-07-23,bank,Физика,2024-08-06,365000,e0b6198d-df3f-4d57-b899-c1765871aa16,0.7,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2190000.0,,F,6,Валерия Семеновна Егорова,0,BACHELOR,19,4.6,2024-06-04
2024-07-28,social_media,Автоматизация и управление,2024-08-27,210000,1efd223c-b715-4f37-a7dc-ccf317a1a28,0.65,1,1,3,Национальный исследовательский ядерный университет «МИФИ»,1260000.0,,F,8,Мамонтова София Аскольдовна,1,BACHELOR,19,3.6,2024-06-20
,social_media,Прикладная математика,,350000,7aa8f6ad-8f43-4180-a3af-c0be17e9a810,0.89,0,0,1,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Заявитель найден в ЧС,F,4,Раиса Святославовна Власова,0,MASTER,20,4.0,2024-05-26
2024-07-27,website,Автоматизация и управление,2024-08-07,115000,2e88b95e-2d93-4afe-9b4e-c861b2b348b,0.53,1,1,0,Томский государственный университет (ТГУ),115000.0,,F,2,Якушева Элеонора Викторовна,1,BACHELOR,16,3.3,2024-07-14
2024-07-01,website,Автоматизация и управление,2024-08-01,170000,88f59516-ea62-46ff-9278-7678f0c75b71,0.64,1,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),510000.0,,F,6,Афанасьева Майя Леоновна,0,BACHELOR,17,4.5,2024-06-15
2024-06-01,social_media,Информатика и вычислительная техника,2024-08-09,400000,1c9f7aa4-fb86-43aa-a117-62452bba066,0.65,1,1,4,Санкт-Петербургский государственный университет (СПбГУ),3000000.0,,F,10,Евфросиния Геннадиевна Миронова,1,SPECIALTY,17,4.0,2024-05-31
2024-07-15,website,Физика,2024-08-30,265000,7c5a054b-d6d2-47f4-87f0-bc03b650e2d,0.6,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),636000.0,,M,4,Казаков Ратибор Трофимович,1,MASTER,23,3.7,2024-06-29
2024-08-11,website,Биотехнология,,120000,8da20442-968d-4fc7-98d7-06e7a804d4e,0.53,0,1,1,Томский государственный университет (ТГУ),180000.0,,F,2,Захарова Эмилия Тимофеевна,1,BACHELOR,17,3.0,2024-07-03
2024-07-10,website,Кибернетика,2024-09-02,260000,49bf9780-55fc-48be-8f8a-02eb4093f8f,0.53,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),520000.0,,M,2,Евлампий Гертрудович Агафонов,1,BACHELOR,16,4.0,2024-05-04
2024-07-05,bank,Физика,2024-07-09,185000,4ad97b37-db84-490d-9f2e-3ff164a86746,0.69,1,1,1,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),222000.0,,M,2,Ситников Игнатий Денисович,0,BACHELOR,19,3.3,2024-06-09
2024-06-02,website,Инженерия программного обеспечения,,310000,23141199-35a8-43dc-a688-aa6c25541f70,0.68,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),930000.0,,F,6,Глафира Оскаровна Самсонова,0,BACHELOR,16,4.0,2024-05-12
2024-06-07,website,Электроника и наноэлектроника,2024-06-27,390000,b9990fc8-306a-4f42-b6f1-0dbb60a84db,0.51,1,1,0,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),390000.0,,F,2,Назарова Ольга Васильевна,1,BACHELOR,15,3.6,2024-05-23
2024-07-01,website,Биотехнология,2024-09-08,275000,7acecf4a-f872-4274-8469-16a8b602be8c,0.54,1,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),1650000.0,,M,8,Ратибор Филиппович Дорофеев,0,BACHELOR,17,3.6,2024-06-05
2024-06-23,website,Биотехнология,2024-09-04,220000,839bece2-b5de-4c4d-af17-22435cc1d4e9,0.7,1,1,1,Томский государственный университет (ТГУ),440000.0,,F,4,Гаврилова Агата Мироновна,0,MASTER,21,3.6,2024-05-19
2024-07-10,bank,Прикладная математика,2024-08-28,300000,18b9c604-5c6f-4386-91ce-b2aed2523808,0.69,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),900000.0,,F,4,Марина Валентиновна Дементьева,0,SPECIALTY,18,3.9,2024-05-27
2024-07-19,bank,Информатика и вычислительная техника,,200000,9e217f7d-68c7-457c-8bef-5d60843e8f03,0.63,0,1,2,Пермский государственный национальный исследовательский университет (ПГНИУ),800000.0,,F,8,Евпраксия Яковлевна Владимирова,0,SPECIALTY,16,3.6,2024-06-13
2024-06-05,bank,Электроника и наноэлектроника,2024-08-10,340000,07e9555e-f314-4a50-9b04-21c9e43e7ad,0.52,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1224000.0,,M,4,Тихонов Твердислав Августович,1,BACHELOR,15,3.9,2024-05-22
2024-07-18,bank,Прикладная математика,2024-08-16,240000,9fc5cbb6-bd7d-4358-826a-80faf5722aa5,0.7,1,1,2,Национальный исследовательский ядерный университет «МИФИ»,864000.0,,F,6,Лыткина Вера Захаровна,0,BACHELOR,19,4.5,2024-06-30
,bank,Электроника и наноэлектроника,,240000,5cc23094-b6f8-4dcf-8284-b1944418fc8c,0.74,0,0,3,Московский физико-технический институт (МФТИ),0.0,Плохая КИ,M,8,Соболев Аполлинарий Авдеевич,0,BACHELOR,18,3.2,2024-05-06
2024-07-12,social_media,Электроника и наноэлектроника,2024-08-29,290000,e6995a2c-02f4-4705-9ea0-c5e3f790e686,0.66,1,1,2,Московский физико-технический институт (МФТИ),870000.0,,M,4,Панкратий Гордеевич Поляков,0,MASTER,21,4.0,2024-05-08
2024-05-21,social_media,Информатика и вычислительная техника,,400000,18141b1a-df57-4dbf-a512-d70ce5af973c,0.6,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),600000.0,,M,2,Кошелев Карл Валерьянович,0,MASTER,23,3.8,2024-05-16
2024-08-23,social_media,Прикладная математика,,140000,26715125-9766-4f13-b13c-58adfd0f40c0,0.7,0,1,2,Сибирский федеральный университет (СФУ),420000.0,,F,4,Маркова Варвара Романовна,0,MASTER,20,3.8,2024-06-13
2024-08-11,social_media,Биотехнология,2024-08-11,325000,473afc85-df0c-4d4b-80c3-1fda33ff24db,0.57,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),975000.0,,F,6,Лукина Алла Филипповна,0,BACHELOR,18,4.3,2024-06-02
2024-07-12,bank,Информатика и вычислительная техника,2024-08-11,260000,47d08a94-1c7d-46f1-8697-02309689424,0.69,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,1040000.0,,F,4,Пестова Лидия Альбертовна,1,BACHELOR,18,3.6,2024-05-05
2024-07-30,website,Электроника и наноэлектроника,2024-08-08,390000,05ad11dd-5588-4b06-a0c6-6833a73b5f9,0.75,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1404000.0,,F,4,Баранова Нонна Мироновна,1,MASTER,24,4.9,2024-06-12
2024-06-15,social_media,Физика,2024-07-12,160000,6f5b1ac9-3b28-40b6-bfca-482721fdb01,0.69,1,1,1,Томский государственный университет (ТГУ),320000.0,,M,4,г-н Лыткин Бронислав Александрович,1,MASTER,24,3.5,2024-06-03
2024-05-21,website,Физика,2024-06-09,365000,3e463e2c-4e35-4335-8575-0dd1d97fe27a,0.57,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),438000.0,,F,2,Степанова Олимпиада Леоновна,0,BACHELOR,18,3.6,2024-05-02
2024-07-03,bank,Химия,2024-07-27,210000,97edff93-f92d-4bd7-9fe7-03370380988d,0.55,1,1,2,Московский физико-технический институт (МФТИ),630000.0,,F,6,Жданова Наина Игоревна,0,BACHELOR,19,3.4,2024-05-03
2024-06-15,social_media,Автоматизация и управление,2024-08-06,130000,56151ccb-28fc-4981-95f7-651604ece639,0.62,1,1,5,Красноярский государственный университет (КГУ),1248000.0,,F,12,Григорьева Ксения Рубеновна,0,SPECIALTY,17,4.3,2024-06-01
